"<string>:{series}:zhTW","<string>:{series}:jaJP","<string>:{series}:enUS","<string>:{name}:zhTW","<string>:{name}:jaJP","<string>:{name}:enUS","<number>:rare","<string>:type","<number>:attack","<number>:criticalRate","<number>:defense","<string>:{element}:{attack}:type","<number>:{element}:{attack}:minValue","<null>:{element}:{attack}:maxValue","<string>:{element}:{status}:type","<number>:{element}:{status}:minValue","<null>:{element}:{status}:maxValue","<number>:{sharpness}:red","<number>:{sharpness}:orange","<number>:{sharpness}:yellow","<number>:{sharpness}:green","<number>:{sharpness}:blue","<number>:{sharpness}:white","<null>:{sharpness}:purple","<number>:[slots]:{0}:size","<number>:[slots]:{1}:size","<number>:[slots]:{2}:size","<number>:{enhance}:amount","<string>:{enhance}:[list]:{0}:name","<string>:{enhance}:[list]:{1}:name","<string>:{enhance}:[list]:{2}:name","<string>:{enhance}:[list]:{3}:name","<string>:{enhance}:[list]:{4}:name","<string>:{enhance}:[list]:{5}:name","<string>:{enhance}:[list]:{6}:name","<string>:{enhance}:[list]:{7}:name","<string>:{enhance}:[list]:{8}:name","<string>:{enhance}:[list]:{9}:name","<string>:{enhance}:[list]:{10}:name","<string>:{enhance}:[list]:{11}:name","<string>:{enhance}:[list]:{12}:name","<string>:{enhance}:[list]:{13}:name","<string>:{enhance}:[list]:{14}:name","<string>:{enhance}:[list]:{15}:name","<string>:{enhance}:[list]:{16}:name","<string>:{enhance}:[list]:{17}:name","<string>:{enhance}:[list]:{18}:name","<string>:{enhance}:[list]:{19}:name","<string>:{enhance}:[list]:{20}:name","<string>:{enhance}:[list]:{21}:name","<string>:{enhance}:[list]:{22}:name","<string>:{enhance}:[list]:{23}:name","<string>:{enhance}:[list]:{24}:name","<string>:{enhance}:[list]:{25}:name","<string>:{enhance}:[list]:{26}:name","<string>:{enhance}:[list]:{27}:name","<string>:{enhance}:[list]:{28}:name","<string>:{enhance}:[list]:{29}:name","<string>:{enhance}:[list]:{30}:name","<string>:{enhance}:[list]:{31}:name","<string>:{enhance}:[list]:{32}:name","<string>:{enhance}:[list]:{33}:name","<string>:{enhance}:[list]:{34}:name"
"礦石素材","フォルティッシモ","Hunting Horn Ore","巨型風笛","グレートバグパイプ","Great Bagpipe","3","huntingHorn","150","0","0","","","","","","","70","60","70","52","","","","","","","1","攻擊力強化II","會心率強化I","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材","フォルティッシモ","Hunting Horn Ore","重風笛I","ヘビィバグパイプI","Heavy Bagpipe I","4","huntingHorn","160","0","12","","","","","","","100","90","90","50","50","10","","1","","","1","攻擊力強化II","鐵蟲絲招式強化","防禦力強化III","會心率強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"礦石素材","フォルティッシモ","Hunting Horn Ore","威猛風笛","フォルティッシモ","Fortissimo","5","huntingHorn","180","0","15","","","","","","","90","90","90","50","50","20","","1","","","1","攻擊力強化III","鐵蟲絲招式強化","防禦力強化III","會心率強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"迅龍","夜笛【逢魔】","Hunting Horn Ore","隱密音調I","ヒドゥントーンI","Hidden Harmonic I","5","huntingHorn","140","40","0","","","","","","","100","30","70","100","80","10","","2","","","1","操龍達人","攻擊力強化II","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"迅龍","夜笛【逢魔】","Hunting Horn Ore","隱密音調II","ヒドゥントーンII","Hidden Harmonic II","6","huntingHorn","160","40","0","","","","","","","70","40","120","90","60","20","","2","","","1","操龍達人","攻擊力強化III","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"迅龍","夜笛【逢魔】","Hunting Horn Ore","夜笛【逢魔】","夜笛【逢魔】","Cry in the Night","6","huntingHorn","170","40","0","","","","","","","70","40","100","90","70","30","","2","","","1","操龍達人","攻擊力強化III","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒妖鳥","毒妖笛ヒルヴケーレ","Hunting Horn Ore","毒妖鳥風笛I","ヒルバーバグパイプI","Pukei Bagpipe I","2","huntingHorn","100","0","0","","","","poison","18","","60","70","20","48","","","","","","","1","屬性強化【毒】I","攻擊力強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒妖鳥","毒妖笛ヒルヴケーレ","Hunting Horn Ore","毒妖鳥風笛II","ヒルバーバグパイプII","Pukei Bagpipe II","5","huntingHorn","170","0","0","","","","poison","24","","60","60","70","90","16","","","2","1","","1","屬性強化【毒】I","攻擊力強化III","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"毒妖鳥","毒妖笛ヒルヴケーレ","Hunting Horn Ore","毒妖笛希爾博克雷","毒妖笛ヒルヴケーレ","Datura Lurr","6","huntingHorn","190","0","0","","","","poison","27","","60","60","100","100","70","10","","2","1","","1","屬性強化【毒】II","攻擊力強化III","防禦力強化I","屬性強化【毒】I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"蠻顎龍","蛮顎笛フラムコルヌ","Hunting Horn Ore","蠻顎龍角笛I","フラムエルコルヌI","Flammenkornett I","5","huntingHorn","190","-15","0","fire","18","","","","","140","120","30","90","10","","","2","1","","1","屬性強化【火】I","悔恨一擊","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"蠻顎龍","蛮顎笛フラムコルヌ","Hunting Horn Ore","蠻顎龍角笛II","フラムエルコルヌII","Flammenkornett II","6","huntingHorn","200","-15","0","fire","20","","","","","130","120","20","100","20","","","2","1","","1","屬性強化【火】II","悔恨一擊","會心率強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"蠻顎龍","蛮顎笛フラムコルヌ","Hunting Horn Ore","蠻顎龍烈焰角笛","蛮顎笛フラムコルヌ","Forte Flammenkornett","6","huntingHorn","210","-15","0","fire","22","","","","","120","120","30","60","16","","","2","1","","1","屬性強化【火】III","悔恨一擊","會心率強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雌火龍","クイーンリコーダー","Hunting Horn Ore","女武神戰鈴I","ヴァルキリコーダーI","Valkyrie Chordmaker I","2","huntingHorn","100","0","0","fire","16","","","","","50","50","100","44","","","","","","","1","小型特效","屬性強化【火】I","攻擊力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雌火龍","クイーンリコーダー","Hunting Horn Ore","女武神戰鈴II","ヴァルキリコーダーII","Valkyrie Chordmaker II","3","huntingHorn","120","0","0","fire","18","","","","","40","50","90","60","","","","","","","1","小型特效","屬性強化【火】I","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雌火龍","クイーンリコーダー","Hunting Horn Ore","女王之笛","クイーンリコーダー","Queen Chordmaker","5","huntingHorn","170","0","0","fire","22","","","","","40","60","90","90","50","10","","1","","","1","小型特效","屬性強化【火】II","攻擊力強化II","攻擊力強化I","屬性強化【火】I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"土砂龍","土砂笙【獣ノ音】","Hunting Horn Ore","土砂笙【戰之音】I","土砂笙【戦ノ音】I","Sandpipe I","2","huntingHorn","120","-30","8","","","","","","","60","60","140","30","","","","","","","1","悔恨一擊","會心率強化I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"土砂龍","土砂笙【獣ノ音】","Hunting Horn Ore","土砂笙【戰之音】II","土砂笙【戦ノ音】II","Sandpipe II","3","huntingHorn","150","-30","8","","","","","","","70","70","120","80","10","","","","","","1","悔恨一擊","會心率強化I","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"土砂龍","土砂笙【獣ノ音】","Hunting Horn Ore","土砂笙【獸之音】","土砂笙【獣ノ音】","Sandcrier","5","huntingHorn","200","-30","10","","","","","","","60","70","130","110","10","10","","","","","1","悔恨一擊","會心率強化II","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"河童蛙","蛙式・ヒキ音シ","Hunting Horn Ore","借力摔地I","ヒキ音シI","Frog Flute I","2","huntingHorn","100","0","10","water","12","","","","","30","70","80","16","","","","","","","1","屬性強化【水】I","鈍刃一擊","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"河童蛙","蛙式・ヒキ音シ","Hunting Horn Ore","借力摔地II","ヒキ音シII","Frog Flute II","4","huntingHorn","160","0","10","water","16","","","","","40","90","110","100","10","","","2","","","1","屬性強化【水】II","鈍刃一擊","防禦力強化I","屬性強化【水】I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"河童蛙","蛙式・ヒキ音シ","Hunting Horn Ore","蛙式・借力摔地","蛙式・ヒキ音シ","Amphibia Allargando","6","huntingHorn","210","0","20","water","18","","","","","40","90","110","130","20","","","2","","","1","屬性強化【水】III","鈍刃一擊","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鎌鼬龍","風鎌笛ネズロ","Hunting Horn Ore","風賊笛I","風ノ賊笛I","Wind Thief Horn I","1","huntingHorn","80","10","0","","","","","","","70","50","50","20","","","","","","","1","小型特效","會心率強化I","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鎌鼬龍","風鎌笛ネズロ","Hunting Horn Ore","風賊笛II","風ノ賊笛II","Wind Thief Horn II","2","huntingHorn","90","10","0","","","","","","","80","50","70","50","40","","","","","","1","小型特效","會心率強化II","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鎌鼬龍","風鎌笛ネズロ","Hunting Horn Ore","風鐮笛鼠郎","風鎌笛ネズロ","Gale Horn","4","huntingHorn","150","10","0","","","","","","","80","70","30","70","50","40","","2","1","","1","小型特效","會心率強化III","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"水獸","ロア=ルドラ","Hunting Horn Ore","水獸笛I","ドロスヴォイスI","Droth Drone I","2","huntingHorn","80","0","0","water","30","","","","","50","40","70","40","","","","","","","1","屬性強化【水】I","攻擊力強化II","水異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"水獸","ロア=ルドラ","Hunting Horn Ore","水獸笛II","ドロスヴォイスII","Droth Drone II","2","huntingHorn","90","0","0","water","32","","","","","60","60","80","40","","","","","","","1","屬性強化【水】I","攻擊力強化II","水異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"水獸","","Hunting Horn Ore","水獸潮笛","ロア=ルドラ","Droth Roar","5","huntingHorn","160","0","0","water","35","","","","","60","50","70","90","60","10","","2","1","1","1","屬性強化【水】II","攻擊力強化III","水異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","ネイティブホルン","Hunting Horn Bone","骨製號角I","ボーンホルンI","Bone Horn I","1","huntingHorn","90","0","0","","","","","","","70","90","36","","","","","","","","1","攻擊力強化II","會心率強化I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","ネイティブホルン","Hunting Horn Bone","骨製號角II","ボーンホルンII","Bone Horn II","1","huntingHorn","100","0","0","","","","","","","80","70","64","","","","","","","","1","攻擊力強化II","會心率強化I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","ネイティブホルン","Hunting Horn Bone","硬骨號角","ハードボーンホルン","Hardened Bone Horn","3","huntingHorn","140","0","0","","","","","","","100","70","70","8","","","","","","","1","攻擊力強化II","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","ネイティブホルン","Hunting Horn Bone","獵人號角I","ハンターズホルンI","Hunter's Horn I","4","huntingHorn","170","0","0","","","","","","","80","70","60","80","10","","","","","","1","攻擊力強化III","會心率強化II","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"骨素材","ネイティブホルン","Hunting Horn Bone","土著號角","ネイティブホルン","Native's Horn","5","huntingHorn","210","0","0","","","","","","","150","120","20","60","40","","","","","","1","攻擊力強化IV","會心率強化II","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"角龍","破笛シャダー","Hunting Horn Bone","雙重號角I","デュアルホルンI","Duo Horn I","6","huntingHorn","220","-15","0","","","","","","","90","80","80","130","10","","","","","","1","悔恨一擊","會心率強化II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"角龍","破笛シャダー","Hunting Horn Bone","雙重號角II","デュアルホルンII","Duo Horn II","6","huntingHorn","230","-15","0","","","","","","","90","60","80","140","20","","","","","","1","悔恨一擊","會心率強化II","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"角龍","破笛シャダー","Hunting Horn Bone","破笛戰慄","破笛シャダー","Duo Risoluto","7","huntingHorn","240","-15","-15","","","","","","","80","60","80","120","50","10","","","","","5","悔恨一擊","會心率強化III","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"野豬","ワイルドグラント","Hunting Horn Bone","公牛低吟I","ブルグラントI","Bull Grunt I","4","huntingHorn","180","-5","0","","","","","","","70","90","110","20","50","10","","","","","1","大音量演奏","鈍刃一擊","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"野豬","ワイルドグラント","Hunting Horn Bone","公牛低吟II","ブルグラントII","Bull Grunt II","5","huntingHorn","190","-5","0","","","","","","","70","80","90","50","40","10","","","","","1","大音量演奏","鈍刃一擊","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"野豬","ワイルドグラント","Hunting Horn Bone","狂野低吟","ワイルドグラント","Wild Grunt","6","huntingHorn","230","-5","0","","","","","","","80","90","110","60","20","30","","","","","1","大音量演奏","鈍刃一擊","防禦力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"火龍","火竜笛アンビシオン","Hunting Horn Bone","火羽狩獵笛I","フレイムフラップI","Flame Feroce I","3","huntingHorn","110","0","0","fire","25","","","","","50","80","70","80","10","","","","","","1","屬性強化【火】I","弱點特效【屬性】","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"火龍","火竜笛アンビシオン","Hunting Horn Bone","火羽狩獵笛II","フレイムフラップII","Flame Feroce II","5","huntingHorn","170","0","0","fire","32","","","","","70","90","80","90","60","10","","1","","","1","屬性強化【火】I","弱點特效【屬性】","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"火龍","火竜笛アンビシオン","Hunting Horn Bone","火龍笛展翅高飛","火竜笛アンビシオン","Rathalos Feroce","6","huntingHorn","190","0","0","fire","35","","","","","70","70","80","90","70","10","","1","","","1","屬性強化【火】I","弱點特效【屬性】","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"搔鳥","ピコ・プリモッソ","Hunting Horn Bone","鳥喙笛I","ピコ・モッソI","Kulu Mosso I","2","huntingHorn","90","15","0","","","","","","","60","60","40","40","","","","","","","1","攻擊力強化I","會心率強化II","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"搔鳥","ピコ・プリモッソ","Hunting Horn Bone","鳥喙笛II","ピコ・モッソII","Kulu Mosso II","3","huntingHorn","110","15","0","","","","","","","70","70","40","60","","","","","","","1","攻擊力強化II","會心率強化II","鬼火鳥加倍","攻擊力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"搔鳥","ピコ・プリモッソ","Hunting Horn Bone","鳥喙亢音笛","ピコ・プリモッソ","Kulu Grosso","4","huntingHorn","150","25","0","","","","","","","70","60","50","90","24","","","1","1","1","1","攻擊力強化II","會心率強化III","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"奇怪龍","フルフルフルート","Hunting Horn Bone","奇怪龍號角I","フルフルホルンI","Khezu Horn I","2","huntingHorn","90","0","0","thunder","20","","","","","40","30","110","16","","","","","","","1","屬性強化【雷】I","攻擊力強化II","雷異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"奇怪龍","フルフルフルート","Hunting Horn Bone","奇怪龍號角II","フルフルホルンII","Khezu Horn II","2","huntingHorn","100","0","0","thunder","24","","","","","50","40","120","40","","","","","","","1","屬性強化【雷】I","攻擊力強化III","雷異常特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"奇怪龍","フルフルフルート","Hunting Horn Bone","奇怪龍長號角","フルフルフルート","Khezu Flute","4","huntingHorn","130","0","0","thunder","32","","","","","60","40","110","70","50","10","","2","","","1","屬性強化【雷】II","攻擊力強化IV","雷異常特效","攻擊力強化II","屬性強化【雷】I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲","セロヴィウノノワール","Hunting Horn Independent","蟲甲笛零I","セロヴィセロI","Vicello Nulo I","1","huntingHorn","60","0","0","","","","","","","110","20","70","40","","","","","","","1","攻擊力強化II","會心率強化I","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲","セロヴィウノノワール","Hunting Horn Independent","蟲甲笛零II","セロヴィセロII","Vicello Nulo II","1","huntingHorn","80","0","0","","","","","","","110","20","30","36","","","","","","","1","攻擊力強化II","會心率強化II","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲","セロヴィウノノワール","Hunting Horn Independent","蟲甲笛壹","セロヴィウノ","Vicello Unu","3","huntingHorn","120","0","0","","","","","","","130","20","30","68","","","","","","","1","攻擊力強化III","會心率強化II","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲","セロヴィウノノワール","Hunting Horn Independent","漆黑蟲甲笛零I","セロヴィセロノワールI","Vicello Nulo Black I","4","huntingHorn","150","0","","dragon","15","","","","","150","30","30","60","70","10","","3","1","","1","屬性強化【龍】II","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲","セロヴィウノノワール","Hunting Horn Independent","漆黑蟲甲笛零II","セロヴィセロノワールII","Vicello Nulo Black II","5","huntingHorn","170","0","0","dragon","17","","","","","140","20","20","80","70","10","","3","1","","1","屬性強化【龍】III","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲","セロヴィウノノワール","Hunting Horn Independent","漆黑蟲甲笛壹","セロヴィウノノワール","Vicello Uno Black","6","huntingHorn","190","0","0","dragon","20","","","","","160","20","20","90","70","30","","3","1","","1","屬性強化【龍】III","攻擊力強化IV","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(麻痺)","セロヴィウノベルデ","Hunting Horn Independent","綠蟲甲笛零I","セロヴィセロベルデI","Vicello Nulo Green I","2","huntingHorn","100","0","0","","","","paralysis","15","","150","40","30","24","","","","","","","1","屬性強化【麻痺】I","攻擊力強化II","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(麻痺)","セロヴィウノベルデ","Hunting Horn Independent","綠蟲甲笛零II","セロヴィセロベルデII","Vicello Nulo Green II","5","huntingHorn","150","0","0","","","","paralysis","18","","140","20","20","80","70","10","","1","1","1","1","屬性強化【麻痺】I","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(麻痺)","セロヴィウノベルデ","Hunting Horn Independent","綠蟲甲笛壹","セロヴィウノベルデ","Vicello Unu Green","6","huntingHorn","170","0","0","","","","paralysis","21","","150","40","20","90","70","20","","1","1","1","1","屬性強化【麻痺】I","攻擊力強化IV","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(冰)","セロヴィウノブラン","Hunting Horn Independent","白蟲甲笛零I","セロヴィセロブランI","Vicello Nulo White I","1","huntingHorn","80","0","0","ice","8","","","","","140","10","20","24","","","","","","","1","屬性強化【冰】I","攻擊力強化II","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(冰)","セロヴィウノブラン","Hunting Horn Independent","白蟲甲笛零II","セロヴィセロブランII","Vicello Nulo White II","3","huntingHorn","120","0","0","ice","10","","","","","130","20","30","72","","","","","","","1","屬性強化【冰】II","攻擊力強化III","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"飛甲蟲(冰)","セロヴィウノブラン","Hunting Horn Independent","白蟲甲笛壹","セロヴィウノブラン","Vicello Unu White","5","huntingHorn","170","0","0","ice","13","","","","","140","20","20","80","70","10","","2","1","1","1","屬性強化【冰】III","攻擊力強化IV","鐵蟲絲招式強化","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ琵琶ノ幽鬼ウラザ","Hunting Horn Independent","禍琵琶【封】I","禍ツ琵琶【封】I","Sinister Strum I","3","huntingHorn","120","0","0","","","","blast","13","","160","20","40","110","10","","","","","","1","屬性強化【爆破】I","怨虎龍之魂","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ琵琶ノ幽鬼ウラザ","Hunting Horn Independent","禍琵琶【封】II","禍ツ琵琶【封】II","Sinister Strum II","3","huntingHorn","140","0","0","","","","blast","16","","170","20","20","110","20","","","","","","1","屬性強化【爆破】I","怨虎龍之魂","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ琵琶ノ幽鬼ウラザ","Hunting Horn Independent","禍琵琶幽鬼烏拉薩","禍ツ琵琶ノ幽鬼ウラザ","Sinister Shadestrum","6","huntingHorn","180","0","0","","","","blast","23","","190","10","20","90","50","30","","2","1","","1","屬性強化【爆破】II","怨虎龍之魂","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","電電太鼓【雷轟】","Hunting Horn Independent","電電太鼓I","電電太鼓I","Denden Daiko I","5","huntingHorn","170","-10","0","thunder","15","","","","","30","40","150","80","","","","","","","1","大音量演奏","屬性強化【雷】I","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","電電太鼓【雷轟】","Hunting Horn Independent","電電太鼓II","電電太鼓II","Denden Daiko II","6","huntingHorn","190","-10","0","thunder","17","","","","","30","50","180","80","8","","","3","","","1","大音量演奏","屬性強化【雷】I","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","電電太鼓【雷轟】","Hunting Horn Independent","電電太鼓【雷轟】","電電太鼓【雷轟】","Denden Doomsounder","7","huntingHorn","210","-10","-10","thunder","20","","","","","30","50","170","80","60","10","","3","","","5","大音量演奏","屬性強化【雷】II","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風響キ","Hunting Horn Independent","暴風神笛I","あかしまの神笛I","Azure Elder Horn I","5","huntingHorn","180","0","0","dragon","9","","","","","20","20","20","40","96","","","","","","1","屬性強化【龍】III","空棲系特效","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風響キ","Hunting Horn Independent","暴風神笛II","あかしまの神笛II","Azure Elder Horn II","6","huntingHorn","190","0","0","dragon","11","","","","","20","20","50","50","150","10","","","","","1","屬性強化【龍】III","空棲系特效","風神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風響キ","Hunting Horn Independent","神淵風響笛","神淵ノ風響キ","Abyssal Gale Horn","7","huntingHorn","200","0","","dragon","14","","","","","20","20","80","60","150","10","","","","","5","屬性強化【龍】IV","空棲系特效","風神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"爆鱗龍","","Hunting Horn Independent","爆鱗太鼓I","爆鱗の太鼓I","Rookslayer Drum I","6","huntingHorn","190","-10","0","","","","blast","15","","60","90","60","90","40","","","","","","1","大音量演奏","屬性強化【爆破】II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"爆鱗龍","","Hunting Horn Independent","爆鱗太鼓II","爆鱗の太鼓II","Rookslayer Drum II","6","huntingHorn","200","-10","0","","","","blast","16","","60","110","90","80","30","20","","","","","1","大音量演奏","屬性強化【爆破】II","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"爆鱗龍","","Hunting Horn Independent","爆鱗鼓赤紅星光","爆鱗鼓バゼルライド","Bazelreid Rookslayer","7","huntingHorn","220","-10","0","","","","blast","18","","60","110","80","80","30","30","","","","","1","大音量演奏","屬性強化【爆破】III","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷神龍","神源ノ雷響キ","Hunting Horn Independent","雷鳴神笛I","かんなりの神笛I","Thunderbolt Horn I","6","huntingHorn","180","0","0","thunder","34","","","","","20","20","190","40","50","20","","","","","1","攻擊力強化II","空棲系特效","雷神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷神龍","神源ノ雷響キ","Hunting Horn Independent","神源雷響笛","神源ノ雷響キ","Abyssal Storm Horn","7","huntingHorn","190","0","","thunder","41","","","","","10","20","220","40","70","30","","","","","5","攻擊力強化III","空棲系特效","雷神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鋼龍","バフォムル=ダオラ","Hunting Horn Independent","鋼龍狩獵笛I","カルン=ダオラI","Daora's Taus I","6","huntingHorn","170","10","0","ice","32","","","","","50","60","130","70","60","20","","1","","","1","攻擊力強化II","會心率強化II","鋼龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鋼龍","バフォムル=ダオラ","Hunting Horn Independent","鋼龍巴風特笛","バフォムル=ダオラ","Daora's Baphophone","7","huntingHorn","180","10","10","ice","35","","","","","50","70","130","50","40","8","","1","","","5","攻擊力強化III","會心率強化III","鋼龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"炎王龍","テオ=オルフェス","Hunting Horn Independent","炎王琴I","テオ=クエルダI","Teostra's Tiple I","6","huntingHorn","190","0","0","","","","blast","40","","60","70","80","130","50","10","","","","","1","攻擊力強化II","火異常特效","炎王龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"炎王龍","テオ=オルフェス","Hunting Horn Independent","炎王豎琴","テオ=オルフェス","Teostra's Orphée","7","huntingHorn","200","0","","","","","blast","42","","60","70","70","110","70","10","","","","","5","攻擊力強化III","火異常特效","炎王龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"霞龍","マジナイオカリナ","Hunting Horn Independent","占卜陶笛I","ウラナイオカリナI","Blessed Ocarina I","6","huntingHorn","160","0","0","","","","poison","37","","170","30","60","70","40","8","","2","1","1","1","攻擊力強化II","防禦力強化III","霞龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"霞龍","マジナイオカリナ","Hunting Horn Independent","咒語陶笛","マジナイオカリナ","Cursed Ocarina","7","huntingHorn","180","0","","","","","poison","40","","170","30","60","50","40","40","","2","1","1","5","攻擊力強化III","防禦力強化III","霞龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
