"<string>:{name}:zhTW","<string>:{name}:jaJP","<string>:{name}:enUS","<string>:{description}:zhTW","<string>:{description}:jaJP","<string>:{description}:enUS","<string>:level","<string>:{effect}:zhTW","<string>:{effect}:jaJP","<string>:{effect}:enUS"
"散彈・擴散箭強化","散弾・拡散矢強化","Spread Up","提升弩槍散彈、放射彈或是弓的擴散箭的攻擊力。","ボウガンの散弾、放散弾または弓の拡散矢の攻撃力が上がる。","Increases the attack power of Spread Ammo and Spread- type arrows","3","大幅提升散彈、 放射彈、擴散箭的威力。","散弾、放散弾、拡散矢の威力をさらにUP。","Greatly increases the power of Spread Ammo, Shrapnel Ammo, and Spread-type arrows."
"裝填擴充","装填拡張","Ammo Up","增加弩槍的裝填數。(裝填數有其上限)。","ボウガンの装填数が増える。(装填数には上限があります)。","Increases bowgun loading capacity. (There is a cap to loading capacity.)","1","增加部分彈藥的裝填數。","一部の弾の装填数が増加。","Expands clip size for some ammo types."
"裝填擴充","装填拡張","Ammo Up","增加弩槍的裝填數。(裝填數有其上限)。","ボウガンの装填数が増える。(装填数には上限があります)。","Increases bowgun loading capacity. (There is a cap to loading capacity.)","2","增加大多數彈藥的裝填數。","多くの弾の装填数が増加。","Expands clip size for many ammo types."
"裝填擴充","装填拡張","Ammo Up","增加弩槍的裝填數。(裝填數有其上限)。","ボウガンの装填数が増える。(装填数には上限があります)。","Increases bowgun loading capacity. (There is a cap to loading capacity.)","3","增加絕大多數彈藥的裝填數。","ほとんどの弾の装填数が増加。","Expands clip size for most ammo types."
"裝填速度","装填速度","Reload Speed","加快弩槍的裝填速度與弓的裝瓶速度。","ボウガンの装填と弓のビン装着の速度が上がる。","Increases bowgun reloading and bow coating loading speed.","1","提升弩槍的速度1個階段。加快弓的速度。","ボウガンの速度1段階上昇。弓の速度を素早くする。","Bowgun speed +1. Improves bow handling."
"裝填速度","装填速度","Reload Speed","加快弩槍的裝填速度與弓的裝瓶速度。","ボウガンの装填と弓のビン装着の速度が上がる。","Increases bowgun reloading and bow coating loading speed.","2","提升弩槍的速度2個階段。能自動裝備弓的瓶。","ボウガンの速度2段階上昇。弓は自動でビン装着する。","Bowgun speed +2. Loads bow coating automatically."
"裝填速度","装填速度","Reload Speed","加快弩槍的裝填速度與弓的裝瓶速度。","ボウガンの装填と弓のビン装着の速度が上がる。","Increases bowgun reloading and bow coating loading speed.","3","提升弩槍的速度3個階段。","ボウガンの速度3段階上昇。","Bowgun speed +3."
"後座力減輕","反動軽減","Recoil Down","降低弩槍射出彈藥時的後座力。","ボウガンで弾を撃ったときの反動が軽減される。","Reduces recoil when firing bowgun ammo.","1","降低後座力1個階段。","反動を1段階軽減。","Recoil -1"
"後座力減輕","反動軽減","Recoil Down","降低弩槍射出彈藥時的後座力。","ボウガンで弾を撃ったときの反動が軽減される。","Reduces recoil when firing bowgun ammo.","2","降低後座力2個階段。","反動を2段階軽減。","Recoil -2"
"後座力減輕","反動軽減","Recoil Down","降低弩槍射出彈藥時的後座力。","ボウガンで弾を撃ったときの反動が軽減される。","Reduces recoil when firing bowgun ammo.","3","降低後座力3個階段。","反動を3段階軽減。","Recoil -3"
"抑制偏移","ブレ抑制","Steadiness","抑制弩槍射出彈藥的偏移。","ボウガンでの弾丸のブレが抑制される。","Suppresses the deviation of bowgun shots.","1","降低偏移1個階段。","ブレを1段階軽減。","Deviation -1"
"抑制偏移","ブレ抑制","Steadiness","抑制弩槍射出彈藥的偏移。","ボウガンでの弾丸のブレが抑制される。","Suppresses the deviation of bowgun shots.","2","降低偏移2個階段。","ブレを2段階軽減。","Deviation -2"
"速射強化","速射強化","Rapid Fire Up","強化輕弩槍的速射能力。","ライトボウガンの速射を強化する。","Improves light bowgun rapid fire.","1","速射彈的傷害變為1.05倍。","速射弾のダメージ1.05倍。","Rapid fire damage +5%"
"速射強化","速射強化","Rapid Fire Up","強化輕弩槍的速射能力。","ライトボウガンの速射を強化する。","Improves light bowgun rapid fire.","2","速射彈的傷害變為1.1倍。","速射弾のダメージ1.1倍。","Rapid fire damage +10%"
"速射強化","速射強化","Rapid Fire Up","強化輕弩槍的速射能力。","ライトボウガンの速射を強化する。","Improves light bowgun rapid fire.","3","速射彈的傷害變為1.2倍。","速射弾のダメージ1.2倍。","Rapid fire damage +20%"
"防禦","防御","Defense Boost","提高玩家的防禦力。等級提高後，也會影響耐性值。","プレイヤーの防御力を上げる。レベルが上がると耐性値にも影響がある。","Increases defense. Resistances will also improve as the level increases.","1","防禦力+5。","防御力+5。","Defense +5"
"防禦","防御","Defense Boost","提高玩家的防禦力。等級提高後，也會影響耐性值。","プレイヤーの防御力を上げる。レベルが上がると耐性値にも影響がある。","Increases defense. Resistances will also improve as the level increases.","2","防禦力+10。","防御力+10。","Defense +10"
"防禦","防御","Defense Boost","提高玩家的防禦力。等級提高後，也會影響耐性值。","プレイヤーの防御力を上げる。レベルが上がると耐性値にも影響がある。","Increases defense. Resistances will also improve as the level increases.","3","防禦力變為1.05倍，防禦力+10。","防御力を1.05倍し、防御力+10。","Defense +5% Bonus: +10"
"防禦","防御","Defense Boost","提高玩家的防禦力。等級提高後，也會影響耐性值。","プレイヤーの防御力を上げる。レベルが上がると耐性値にも影響がある。","Increases defense. Resistances will also improve as the level increases.","4","防禦力變為1.05倍，防禦力+20，全屬性耐性值+3。","防御力を1.05倍し、防御力+20、全属性耐性値+3。","Defense +5% Bonus: +20 All elemental resistances +3"
"防禦","防御","Defense Boost","提高玩家的防禦力。等級提高後，也會影響耐性值。","プレイヤーの防御力を上げる。レベルが上がると耐性値にも影響がある。","Increases defense. Resistances will also improve as the level increases.","5","防禦力變為1.08倍，防禦力+20，全屬性耐性值+3。","防御力を1.08倍し、防御力+20、全属性耐性値+3。","Defense +8% Bonus: +20 All elemental resistances +3"
"防禦","防御","Defense Boost","提高玩家的防禦力。等級提高後，也會影響耐性值。","プレイヤーの防御力を上げる。レベルが上がると耐性値にも影響がある。","Increases defense. Resistances will also improve as the level increases.","6","防禦力變為1.08倍，防禦力+35，全屬性耐性值+5。","防御力を1.08倍し、防御力+35、全属性耐性値+5。","Defense +8% Bonus: +35 All elemental resistances +5"
"防禦","防御","Defense Boost","提高玩家的防禦力。等級提高後，也會影響耐性值。","プレイヤーの防御力を上げる。レベルが上がると耐性値にも影響がある。","Increases defense. Resistances will also improve as the level increases.","7","防禦力變為1.1倍，防禦力+35，全屬性耐性值+5。","防御力を1.1倍し、防御力+35、全属性耐性値+5。","Defense +10% Bonus: +35 All elemental resistances +5"
"精靈加護","精霊の加護","Divine Blessing","一定機率減少玩家受到的傷害。","プレイヤーが受けるダメージを一定確率で減少させる。","Has a predetermined chance of reducing the damage you take.","1","效果發動時，傷害減輕15%。","効果発動時、ダメージを15%軽減する。","While active, reduces damage taken by 15%."
"精靈加護","精霊の加護","Divine Blessing","一定機率減少玩家受到的傷害。","プレイヤーが受けるダメージを一定確率で減少させる。","Has a predetermined chance of reducing the damage you take.","2","效果發動時，傷害減輕30%。","効果発動時、ダメージを30%軽減する。","While active, reduces damage taken by 30%."
"精靈加護","精霊の加護","Divine Blessing","一定機率減少玩家受到的傷害。","プレイヤーが受けるダメージを一定確率で減少させる。","Has a predetermined chance of reducing the damage you take.","3","效果發動時，傷害減輕50%。","効果発動時、ダメージを50%軽減する。","While active, reduces damage taken by 50%."
"體力回復量UP","体力回復量UP","Recovery Up","提高體力回復時的回復量。","体力回復がおこなわれたときに回復量が上がる。","Increases the amount recovered when restoring health.","1","微量增加回復量。","回復量がわずかに増加する。","Slightly increases recovery."
"體力回復量UP","体力回復量UP","Recovery Up","提高體力回復時的回復量。","体力回復がおこなわれたときに回復量が上がる。","Increases the amount recovered when restoring health.","2","小幅增加回復量。","回復量が少し増加する。","Increases recovery."
"體力回復量UP","体力回復量UP","Recovery Up","提高體力回復時的回復量。","体力回復がおこなわれたときに回復量が上がる。","Increases the amount recovered when restoring health.","3","大幅增加回復量。","回復量がかなり増加する。","Greatly increases recovery."
"回復速度","回復速度","Recovery Speed","受到傷害時，紅色計量表部分的回復速度會提升。","ダメージを受けた際の赤ゲージ部分の回復速度が上がる。","Speeds healing of recoverable damage (the red portion of the health gauge).","1","紅色計量表的自動回復速度2倍。","赤ゲージの自動回復速度2倍。","Doubles the speed at which you heal recoverable damage."
"回復速度","回復速度","Recovery Speed","受到傷害時，紅色計量表部分的回復速度會提升。","ダメージを受けた際の赤ゲージ部分の回復速度が上がる。","Speeds healing of recoverable damage (the red portion of the health gauge).","2","紅色計量表的自動回復速度3倍。","赤ゲージの自動回復速度3倍。","Triples the speed at which you heal recoverable damage."
"回復速度","回復速度","Recovery Speed","受到傷害時，紅色計量表部分的回復速度會提升。","ダメージを受けた際の赤ゲージ部分の回復速度が上がる。","Speeds healing of recoverable damage (the red portion of the health gauge).","3","紅色計量表的自動回復速度4倍。","赤ゲージの自動回復速度4倍。","Quadruples the speed at which you heal recoverable damage."
"快吃","早食い","Speed Eating","加快食用肉及道具的速度。","肉やアイテムを食べる速度が速くなる。","Increases meat-eating and item-consumption speed.","1","小幅增加進食速度。","食べる速度が少し速くなる。","Slightly increases eating speed."
"快吃","早食い","Speed Eating","加快食用肉及道具的速度。","肉やアイテムを食べる速度が速くなる。","Increases meat-eating and item-consumption speed.","2","增加進食速度。","食べる速度が速くなる。","Increases eating speed."
"快吃","早食い","Speed Eating","加快食用肉及道具的速度。","肉やアイテムを食べる速度が速くなる。","Increases meat-eating and item-consumption speed.","3","大幅增加進食速度。","食べる速度がかなり速くなる。","Greatly increases eating speed."
"耳塞","耳栓","Earplugs","擁有對大型魔物咆哮的耐性。","大型モンスターの咆哮に対する耐性を持つ。","Grants protection from large monsters' roars.","1","減輕咆哮【小】的影響。","咆哮【小】の影響を軽減する。","Reduces the effects of weak monster roars."
"耳塞","耳栓","Earplugs","擁有對大型魔物咆哮的耐性。","大型モンスターの咆哮に対する耐性を持つ。","Grants protection from large monsters' roars.","2","使咆哮【小】無效。","咆哮【小】を無効化する。","Nullifies weak monster roars."
"耳塞","耳栓","Earplugs","擁有對大型魔物咆哮的耐性。","大型モンスターの咆哮に対する耐性を持つ。","Grants protection from large monsters' roars.","3","使咆哮【小】無效，減輕咆哮【大】的影響。","咆哮【小】を無効化し、咆哮【大】の影響を軽減する。","Nullifies weak monster roars and reduces the effects of strong monster roars."
"耳塞","耳栓","Earplugs","擁有對大型魔物咆哮的耐性。","大型モンスターの咆哮に対する耐性を持つ。","Grants protection from large monsters' roars.","4","使咆哮【小】【大】無效。","咆哮【小】【大】を無効化する。","Nullifies weak and strong monster roars."
"耳塞","耳栓","Earplugs","擁有對大型魔物咆哮的耐性。","大型モンスターの咆哮に対する耐性を持つ。","Grants protection from large monsters' roars.","5","使咆哮【小】【大】無效，減輕強力咆哮的影響。","咆哮【小】【大】を無効化し、強咆哮を軽減する。","Nullifies weak and strong monster roars. Reduces the effects of powerful monster roars."
"風壓耐性","風圧耐性","Windproof","擁有對風壓的耐性。","風圧に対する耐性を持つ。","Grants protection against wind pressure.","1","使風壓【小】無效。","風圧【小】を無効化する。","Negates minor wind pressure."
"風壓耐性","風圧耐性","Windproof","擁有對風壓的耐性。","風圧に対する耐性を持つ。","Grants protection against wind pressure.","2","使風壓【小】【大】無效。","風圧【小】【大】を無効化する。","Negates minor and major wind pressure."
"風壓耐性","風圧耐性","Windproof","擁有對風壓的耐性。","風圧に対する耐性を持つ。","Grants protection against wind pressure.","3","使風壓【小】【大】無效，減輕龍風壓的影響。","風圧【小】【大】を無効化し、龍風圧の影響を軽減する。","Negates minor and major wind pressure and reduces the effects of dragon wind pressure."
"耐震","耐震","Tremor Resistance","擁有對地面震動的耐性。","地面振動に対する耐性を持つ。","Grants protection against ground tremors.","1","使震動【小】無效。","振動【小】を無効化する。","Nullifies minor ground tremors."
"耐震","耐震","Tremor Resistance","擁有對地面震動的耐性。","地面振動に対する耐性を持つ。","Grants protection against ground tremors.","2","使震動【小】無效，減輕震動【大】的影響。","振動【小】を無効化し、振動【大】の影響を軽減する。","Nullifies minor ground tremors and reduces the effects of major ground tremors."
"耐震","耐震","Tremor Resistance","擁有對地面震動的耐性。","地面振動に対する耐性を持つ。","Grants protection against ground tremors.","3","使震動【小】【大】無效。","振動【小】【大】を無効化する。","Nullifies minor and major ground tremors."
"泡沫之舞","泡沫の舞","Bubbly Dance","減輕泡沫纏身的影響，並藉由泡沫提升迴避能力。","泡やられを軽減し、泡によって回避能力を上昇させる。","Reduces bubbleblight and grants increased evasion when afflicted.","1","減輕泡沫纏身【大】的影響。","泡やられ【大】の影響を軽減する。","Reduces the effects of major bubbleblight."
"泡沫之舞","泡沫の舞","Bubbly Dance","減輕泡沫纏身的影響，並藉由泡沫提升迴避能力。","泡やられを軽減し、泡によって回避能力を上昇させる。","Reduces bubbleblight and grants increased evasion when afflicted.","2","將泡沫纏身【大】減輕為【小】強化泡沫纏身時的迴避能力。","泡やられ【大】を【小】に抑え泡やられ時に回避能力を強化する。","Reduces major bubbleblight to minor bubbleblight and increases evasiveness while afflicted."
"泡沫之舞","泡沫の舞","Bubbly Dance","減輕泡沫纏身的影響，並藉由泡沫提升迴避能力。","泡やられを軽減し、泡によって回避能力を上昇させる。","Reduces bubbleblight and grants increased evasion when afflicted.","3","進行迴避動作數次後，自動進入泡沫纏身的狀態。","更に回避行動を複数回行うと泡やられ状態となる。","Also inflicts bubbleblight when performing consecutive evasive movement."
"迴避性能","回避性能","Evade Window","延長迴避時的無敵時間。","回避時の無敵時間が長くなる。","Extends the invulnerability period when evading.","1","極小幅延長無敵時間。","無敵時間がほんのわずかに延長。","Very slightly increases invulnerability window."
"迴避性能","回避性能","Evade Window","延長迴避時的無敵時間。","回避時の無敵時間が長くなる。","Extends the invulnerability period when evading.","2","小幅延長無敵時間。","無敵時間がわずかに延長。","Slightly increases invulnerability window."
"迴避性能","回避性能","Evade Window","延長迴避時的無敵時間。","回避時の無敵時間が長くなる。","Extends the invulnerability period when evading.","3","延長無敵時間。","無敵時間が延長。","Increases invulnerability window."
"迴避性能","回避性能","Evade Window","延長迴避時的無敵時間。","回避時の無敵時間が長くなる。","Extends the invulnerability period when evading.","4","大幅延長無敵時間。","無敵時間が大きく延長。","Greatly increases invulnerability window."
"迴避性能","回避性能","Evade Window","延長迴避時的無敵時間。","回避時の無敵時間が長くなる。","Extends the invulnerability period when evading.","5","極大幅延長無敵時間。","無敵時間がとても大きく延長。","Massively increases invulnerability window."
"迴避距離UP","回避距離UP","Evade Extender","延長迴避時的移動距離。","回避時の移動距離が長くなる。","Increases evade distance.","1","小幅延長迴避距離。","回避距離がわずかに延長。","Slightly extends evasion distance."
"迴避距離UP","回避距離UP","Evade Extender","延長迴避時的移動距離。","回避時の移動距離が長くなる。","Increases evade distance.","2","延長迴避距離。","回避距離が延長。","Extends evasion distance."
"迴避距離UP","回避距離UP","Evade Extender","延長迴避時的移動距離。","回避時の移動距離が長くなる。","Increases evade distance.","3","大幅延長迴避距離。","回避距離が大きく延長。","Greatly extends evasion distance."
"火耐性","火耐性","Fire Resistance","提高玩家的火耐性。等級提高後，也會影響防禦力。","プレイヤーの火耐性を上げる。レベルが上がると防御力にも影響がある。","Increases fire resistance. Also improves defense at higher levels.","1","火耐性+6。","火耐性+6。","Fire resistance +6"
"火耐性","火耐性","Fire Resistance","提高玩家的火耐性。等級提高後，也會影響防禦力。","プレイヤーの火耐性を上げる。レベルが上がると防御力にも影響がある。","Increases fire resistance. Also improves defense at higher levels.","2","火耐性+12。","火耐性+12。","Fire resistance +12"
"火耐性","火耐性","Fire Resistance","提高玩家的火耐性。等級提高後，也會影響防禦力。","プレイヤーの火耐性を上げる。レベルが上がると防御力にも影響がある。","Increases fire resistance. Also improves defense at higher levels.","3","火耐性+20、防禦力+10。","火耐性+20、防御力+10。","Fire resistance +20 Defense +10"
"水耐性","水耐性","Water Resistance","提高玩家的水耐性。等級提高後，也會影響防禦力。","プレイヤーの水耐性を上げる。レベルが上がると防御力にも影響がある。","Increases water resistance. Also improves defense at higher levels.","1","水耐性+6。","水耐性+6。","Water resistance +6"
"水耐性","水耐性","Water Resistance","提高玩家的水耐性。等級提高後，也會影響防禦力。","プレイヤーの水耐性を上げる。レベルが上がると防御力にも影響がある。","Increases water resistance. Also improves defense at higher levels.","2","水耐性+12。","水耐性+12。","Water resistance +12"
"水耐性","水耐性","Water Resistance","提高玩家的水耐性。等級提高後，也會影響防禦力。","プレイヤーの水耐性を上げる。レベルが上がると防御力にも影響がある。","Increases water resistance. Also improves defense at higher levels.","3","水耐性+20、防禦力+10。","水耐性+20、防御力+10。","Water resistance +20 Defense +10"
"冰耐性","氷耐性","Ice Resistance","提高玩家的冰耐性。等級提高後，也會影響防禦力。","プレイヤーの氷耐性を上げる。レベルが上がると防御力にも影響がある。","Increases ice resistance. Also improves defense at higher levels.","1","冰耐性+6。","氷耐性+6。","Ice resistance +6"
"冰耐性","氷耐性","Ice Resistance","提高玩家的冰耐性。等級提高後，也會影響防禦力。","プレイヤーの氷耐性を上げる。レベルが上がると防御力にも影響がある。","Increases ice resistance. Also improves defense at higher levels.","2","冰耐性+12。","氷耐性+12。","Ice resistance +12"
"冰耐性","氷耐性","Ice Resistance","提高玩家的冰耐性。等級提高後，也會影響防禦力。","プレイヤーの氷耐性を上げる。レベルが上がると防御力にも影響がある。","Increases ice resistance. Also improves defense at higher levels.","3","冰耐性+20、防禦力+10。","氷耐性+20、防御力+10。","Ice resistance +20 Defense +10"
"雷耐性","雷耐性","Thunder Resistance","提高玩家的雷耐性。等級提高後，也會影響防禦力。","プレイヤーの雷耐性を上げる。レベルが上がると防御力にも影響がある。","Increases thunder resistance. Also improves defense at higher levels.","1","雷耐性+6。","雷耐性+6。","Thunder resistance +6"
"雷耐性","雷耐性","Thunder Resistance","提高玩家的雷耐性。等級提高後，也會影響防禦力。","プレイヤーの雷耐性を上げる。レベルが上がると防御力にも影響がある。","Increases thunder resistance. Also improves defense at higher levels.","2","雷耐性+12。","雷耐性+12。","Thunder resistance +12"
"雷耐性","雷耐性","Thunder Resistance","提高玩家的雷耐性。等級提高後，也會影響防禦力。","プレイヤーの雷耐性を上げる。レベルが上がると防御力にも影響がある。","Increases thunder resistance. Also improves defense at higher levels.","3","雷耐性+20、防禦力+10。","雷耐性+20、防御力+10。","Thunder resistance +20 Defense +10"
"龍耐性","龍耐性","Dragon Resistance","提高玩家的龍耐性。等級提高後，也會影響防禦力。","プレイヤーの龍耐性を上げる。レベルが上がると防御力にも影響がある。","Increases dragon resistance. Also improves defense at higher levels.","1","龍耐性+6。","龍耐性+6。","Dragon resistance +6"
"龍耐性","龍耐性","Dragon Resistance","提高玩家的龍耐性。等級提高後，也會影響防禦力。","プレイヤーの龍耐性を上げる。レベルが上がると防御力にも影響がある。","Increases dragon resistance. Also improves defense at higher levels.","2","龍耐性+12。","龍耐性+12。","Dragon resistance +12"
"龍耐性","龍耐性","Dragon Resistance","提高玩家的龍耐性。等級提高後，也會影響防禦力。","プレイヤーの龍耐性を上げる。レベルが上がると防御力にも影響がある。","Increases dragon resistance. Also improves defense at higher levels.","3","龍耐性+20、防禦力+10。","龍耐性+20、防御力+10。","Dragon resistance +20 Defense +10"
"屬性異常狀態的耐性","属性やられ耐性","Blight Resistance","擁有對全部的屬性異常狀態的耐性。","全ての属性やられ状態に対する耐性を得る。","Grants protection against all elemental blights.","1","所有屬性異常狀態的效果時間減少50%。","すべての属性やられの効果時間を50%減らす。","Reduces the duration of all elemental blights by 50%."
"屬性異常狀態的耐性","属性やられ耐性","Blight Resistance","擁有對全部的屬性異常狀態的耐性。","全ての属性やられ状態に対する耐性を得る。","Grants protection against all elemental blights.","2","所有屬性異常狀態的效果時間減少75%。","すべての属性やられの効果時間を75%減らす。","Reduces the duration of all elemental blights by 75%."
"屬性異常狀態的耐性","属性やられ耐性","Blight Resistance","擁有對全部的屬性異常狀態的耐性。","全ての属性やられ状態に対する耐性を得る。","Grants protection against all elemental blights.","3","使全屬性異常狀態無效。","すべての属性やられを無効化する。","Nullifies all elemental blights."
"毒耐性","毒耐性","Poison Resistance","減少中毒狀態時所受到的傷害。","毒状態の時に受けるダメージを減らす。","Reduces damage while poisoned.","1","減少受到中毒傷害的次數。","毒のダメージを受ける回数が少なくなる。","Reduces the number of times you take poison damage."
"毒耐性","毒耐性","Poison Resistance","減少中毒狀態時所受到的傷害。","毒状態の時に受けるダメージを減らす。","Reduces damage while poisoned.","2","大幅減少受到中毒傷害的次數。","毒のダメージを受ける回数がとても少なくなる。","Greatly reduces the number of times you take poison damage."
"毒耐性","毒耐性","Poison Resistance","減少中毒狀態時所受到的傷害。","毒状態の時に受けるダメージを減らす。","Reduces damage while poisoned.","3","不會陷入中毒狀態，並減輕猛毒影響。","毒状態にならなくなり、猛毒を軽減する。","Prevents poison and reduces venom."
"麻痺耐性","麻痺耐性","Paralysis Resistance","縮短麻痺狀態的時間。","麻痺状態の時間を短くする。","Reduces the duration of paralysis.","1","麻痺狀態的時間減少30%。","麻痺状態の時間を30%減らす。","Reduces the duration of paralysis by 30%."
"麻痺耐性","麻痺耐性","Paralysis Resistance","縮短麻痺狀態的時間。","麻痺状態の時間を短くする。","Reduces the duration of paralysis.","2","麻痺狀態的時間減少60%。","麻痺状態の時間を60%減らす。","Reduces the duration of paralysis by 60%."
"麻痺耐性","麻痺耐性","Paralysis Resistance","縮短麻痺狀態的時間。","麻痺状態の時間を短くする。","Reduces the duration of paralysis.","3","不會變為麻痺狀態。","麻痺状態にならない。","Prevents paralysis."
"睡眠耐性","睡眠耐性","Sleep Resistance","縮短睡眠狀態的時間。","睡眠状態の時間を短くする。","Reduces the duration of sleep.","1","睡眠狀態的時間減少30%。","睡眠状態の時間を30%減らす。","Reduces the duration of sleep by 30%."
"睡眠耐性","睡眠耐性","Sleep Resistance","縮短睡眠狀態的時間。","睡眠状態の時間を短くする。","Reduces the duration of sleep.","2","睡眠狀態的時間減少60%。","睡眠状態の時間を60%減らす。","Reduces the duration of sleep by 60%."
"睡眠耐性","睡眠耐性","Sleep Resistance","縮短睡眠狀態的時間。","睡眠状態の時間を短くする。","Reduces the duration of sleep.","3","不會變為睡眠狀態。","睡眠状態にならない。","Prevents sleep."
"昏厥耐性","気絶耐性","Stun Resistance","縮短昏厥狀態的時間。","気絶状態の時間を短くする。","Reduces stun duration.","1","昏厥狀態的時間減少60%。","気絶状態の時間を60%減らす。","Reduces the duration of stun by 60%."
"昏厥耐性","気絶耐性","Stun Resistance","縮短昏厥狀態的時間。","気絶状態の時間を短くする。","Reduces stun duration.","2","昏厥狀態的時間減少90%。","気絶状態の時間を90%減らす。","Reduces the duration of stun by 90%."
"昏厥耐性","気絶耐性","Stun Resistance","縮短昏厥狀態的時間。","気絶状態の時間を短くする。","Reduces stun duration.","3","不會變為昏厥狀態。","気絶状態にならない。","Prevents stun."
"泥雪耐性","泥雪耐性","Muck Resistance","減輕魔物在泥地或深雪地帶引發的行動限制。","モンスターの発生させた泥地や深雪での行動制限を軽減する。","Reduces impairments to mobility while stuck in monster muck or deep snow.","1","減緩受到移動限制的效果。","移動の制限を軽減。","Reduces limits on movement speed."
"泥雪耐性","泥雪耐性","Muck Resistance","減輕魔物在泥地或深雪地帶引發的行動限制。","モンスターの発生させた泥地や深雪での行動制限を軽減する。","Reduces impairments to mobility while stuck in monster muck or deep snow.","2","移動不會受到限制。","移動の制限を受けない。","Negates limits to movement speed."
"爆破異常狀態的耐性","爆破やられ耐性","Blast Resistance","擁有對爆破異常狀態的耐性。","爆破やられに対する耐性を持つ。","Grants protection against blastblight.","1","延長爆破前的間隔時間，減輕爆破時受到的傷害。","爆破までの時間が延長され、爆破ダメージを軽減する。","Delays blastblight and reduces blast damage."
"爆破異常狀態的耐性","爆破やられ耐性","Blast Resistance","擁有對爆破異常狀態的耐性。","爆破やられに対する耐性を持つ。","Grants protection against blastblight.","2","更加延長爆破前的間隔時間，大幅減輕爆破時受到的傷害。","爆破までの時間がさらに延長され、爆破ダメージを大きく軽減する。","Greatly delays blastblight and greatly reduces blast damage."
"爆破異常狀態的耐性","爆破やられ耐性","Blast Resistance","擁有對爆破異常狀態的耐性。","爆破やられに対する耐性を持つ。","Grants protection against blastblight.","3","不會變為爆破異常狀態。","爆破やられ状態にならない。","Prevents blastblight."
"植生學","植生学","Botanist","增加藥草等消耗道具的取得數。","薬草など、消費アイテムの取得数が増える。","Increases the quantity of herbs and other consumable items you gather.","1","草系消耗道具的取得數+1。","草系消費アイテムの取得数+1。","One extra consumable herb item per gather."
"植生學","植生学","Botanist","增加藥草等消耗道具的取得數。","薬草など、消費アイテムの取得数が増える。","Increases the quantity of herbs and other consumable items you gather.","2","果實、種子系消耗道具的取得數額外+1。","更に実、種系消費アイテムの取得数+1。","One extra consumable herb, fruit, nut, or seed item per gather."
"植生學","植生学","Botanist","增加藥草等消耗道具的取得數。","薬草など、消費アイテムの取得数が増える。","Increases the quantity of herbs and other consumable items you gather.","3","蟲系消耗道具的取得數額外+1。","更に虫系消費アイテムの取得数+1。","One extra consumable herb, fruit, nut, seed, or insect item per gather."
"植生學","植生学","Botanist","增加藥草等消耗道具的取得數。","薬草など、消費アイテムの取得数が増える。","Increases the quantity of herbs and other consumable items you gather.","4","菇系消耗道具的取得數額外+1。","更にキノコ系消費アイテムの取得数+1。","One extra consumable herb, fruit, nut, seed, insect, or mushroom item per gather."
"地質學","地質学","Geologist","增加採集點的取得數。","採取ポイントの取得数が増える。","Increases the number of times you can use a gathering point.","1","骸骨採集點的採集次數+1。","骨採取ポイントの取得数+1。","Allows you to gather one extra time from bonepiles."
"地質學","地質学","Geologist","增加採集點的取得數。","採取ポイントの取得数が増える。","Increases the number of times you can use a gathering point.","2","特產品採集點的取得數額外+1。","更に特産品採取ポイントの取得数+1。","Allows you to gather one extra time from gathering points."
"地質學","地質学","Geologist","增加採集點的取得數。","採取ポイントの取得数が増える。","Increases the number of times you can use a gathering point.","3","礦石採掘點的取得數額外+1。","更に鉱石採掘ポイントの取得数+1。","Allows you to gather one extra time from mining outcrops."
"破壞王","破壊王","Partbreaker","更容易破壞魔物的部位。","モンスターの部位を破壊しやすくなる。","Makes it easier to break or sever parts of monsters.","1","對部位的累積傷害變為1.1倍。","部位に対する蓄積ダメージ1.1倍。","Part damage +10%"
"破壞王","破壊王","Partbreaker","更容易破壞魔物的部位。","モンスターの部位を破壊しやすくなる。","Makes it easier to break or sever parts of monsters.","2","對部位的累積傷害變為1.2倍。","部位に対する蓄積ダメージ1.2倍。","Part damage +20%"
"破壞王","破壊王","Partbreaker","更容易破壞魔物的部位。","モンスターの部位を破壊しやすくなる。","Makes it easier to break or sever parts of monsters.","3","對部位的累積傷害變為1.3倍。","部位に対する蓄積ダメージ1.3倍。","Part damage +30%"
"捕獲名人","捕獲名人","Capture Master","高機率增加捕獲取得的報酬數量。(從任務中途開始使用不會有效果)。","捕獲でもらえる報酬の数が高確率で多くなる。(クエストの途中からは効果が得られません)。","High chance of increased capture rewards. (No effect when joining mid-quest.)","1","發動技能效果。","スキル効果発動。","Activates skill effect."
"剝取名人","剥ぎ取り名人","Carving Master","剝取次數增加1次。(從任務中途開始使用不會有效果)。","剥ぎ取り回数が1回増える。(クエストの途中からは、効果が得られません)。","Lets you carve one additional time. (No effect when joining mid-quest.)","1","發動技能效果。","スキル効果発動。","Activates skill effect."
"幸運","幸運","Good Luck","完成任務獲得的報酬數量容易變多。(從任務中途開始使用不會有效果)。","クエストクリアでもらえる報酬の数が多くなりやすい。(クエストの途中からは効果が得られません)。","Good chance of increased quest rewards. (No effect when joining mid-quest.)","1","小幅提升報酬數增加的機率。","得られる確率がわずかに上がる。","Slightly increases luck."
